length,src_port,dst_port,flags,src_ip,dst_ip,protocol,Label
1204,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1204,443.0,50626.0,3,0,0,0,1
1204,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1204,443.0,50626.0,3,0,0,0,1
1204,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1236,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1236,443.0,50626.0,3,0,0,0,1
1236,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1236,443.0,50626.0,3,0,0,0,1
1268,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1268,443.0,50626.0,3,0,0,0,1
1268,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1268,443.0,50626.0,3,0,0,0,1
1268,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1268,443.0,50626.0,3,0,0,0,1
1268,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1268,443.0,50626.0,3,0,0,0,1
1300,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1300,443.0,50626.0,3,0,0,0,1
1300,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1300,443.0,50626.0,3,0,0,0,1
1300,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1300,443.0,50626.0,3,0,0,0,1
1300,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1300,443.0,50626.0,3,0,0,0,1
1289,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1332,443.0,50626.0,3,0,0,0,1
1332,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1332,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1332,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1321,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1364,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1364,443.0,50626.0,3,0,0,0,1
1364,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1364,443.0,50626.0,3,0,0,0,1
1364,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1353,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
96,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
96,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
96,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
85,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
128,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
128,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
128,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
128,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
160,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
160,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
160,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
160,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
160,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
160,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
192,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
192,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
192,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
192,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
192,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
192,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
192,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
192,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
192,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
224,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
213,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
256,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
256,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
256,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
256,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
288,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
288,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
288,443.0,50626.0,3,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
288,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
288,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
55,50567.0,443.0,1,1,3,2,1
54,443.0,50567.0,1,3,1,2,1
54,50567.0,443.0,1,1,3,2,1
288,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
288,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
144,50574.0,5222.0,3,0,0,0,1
320,443.0,50626.0,3,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
74,5222.0,50574.0,1,0,0,0,1
320,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
66,443.0,50567.0,1,3,1,2,1
320,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
320,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
320,443.0,50626.0,3,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
146,5222.0,50574.0,3,0,0,0,1
320,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
74,50574.0,5222.0,1,0,0,0,1
320,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
352,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
352,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
352,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
352,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
352,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
1093,443.0,50626.0,3,0,0,0,1
352,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
109,50626.0,443.0,3,0,0,0,1
384,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
74,443.0,50626.0,1,0,0,0,1
384,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
384,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
384,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
384,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
384,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
384,443.0,50626.0,3,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
384,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
384,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
416,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
416,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
416,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
109,50626.0,443.0,3,0,0,0,1
74,443.0,50626.0,1,0,0,0,1
416,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
416,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
416,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
416,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
727,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
405,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
448,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
448,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
448,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
448,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
448,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
448,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
448,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
480,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
480,443.0,50626.0,3,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
480,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
480,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
100,50592.0,5228.0,3,0,0,0,1
480,443.0,50626.0,3,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
100,50593.0,5228.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
480,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
74,5228.0,50592.0,1,0,0,0,1
100,5228.0,50592.0,3,0,0,0,1
480,443.0,50626.0,3,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
74,50592.0,5228.0,1,0,0,0,1
74,5228.0,50593.0,1,0,0,0,1
100,5228.0,50593.0,3,0,0,0,1
480,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
512,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
74,50593.0,5228.0,1,0,0,0,1
512,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
512,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
512,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
512,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
512,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
512,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
512,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
544,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
983,443.0,50626.0,3,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
544,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
544,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
544,443.0,50626.0,3,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
544,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
576,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
576,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
576,443.0,50626.0,3,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
576,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
576,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
576,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
576,443.0,50626.0,3,0,0,0,1
1374,443.0,50626.0,1,0,0,0,1
86,50626.0,443.0,1,0,0,0,1
74,50626.0,443.0,1,0,0,0,1
576,443.0,50626.0,3,0,0,0,1
